"city","state_id","lat","lng","population"
"Prairie Ridge","WA","47.1443","-122.1408",""
"Edison","WA","48.5602","-122.4311",""
"Packwood","WA","46.6085","-121.6702",""
"Wautauga Beach","WA","47.5862","-122.5482",""
"Harper","WA","47.5207","-122.5196",""
"Telma","WA","47.8432","-120.8157",""
"Kahlotus","WA","46.6436","-118.5566","189"
"Mondovi","WA","47.6813","-118.0164",""
"Washtucna","WA","46.7539","-118.3104","195"
"Pleasant Hill","WA","47.6154","-121.9096",""
"Toledo","WA","46.4412","-122.8494","738"
"Wabash","WA","47.2429","-122.0576",""
"Renton","WA","47.4757","-122.1904","100953"
"Chehalis","WA","46.6649","-122.9660","7498"
"Central Valley","WA","47.6632","-122.6499",""
"Lake City","WA","47.1487","-122.5512",""
"Megler","WA","46.2509","-123.8576",""
"Alder","WA","46.7872","-122.2666",""
"Ronald","WA","47.2338","-121.0335",""
"Belvedere","WA","48.0499","-118.9850",""
"Waverly","WA","47.3380","-117.2313","110"
"Turner Corner","WA","47.8045","-122.1435",""
"Lofall","WA","47.8113","-122.6564",""
"Kennydale","WA","47.5207","-122.2068",""
"Easton","WA","47.2405","-121.1733",""
"Navy Yard City","WA","47.5508","-122.6654",""
"Mercer Island","WA","47.5624","-122.2265","25134"
"Lynnwood","WA","47.8285","-122.3034","38092"
"Coulee City","WA","47.6123","-119.2890","569"
"Douglas","WA","47.6212","-120.0048",""
"Centralia","WA","46.7226","-122.9695","41077.0"
"Colbert","WA","47.8266","-117.3419",""
"Bryn Mawr","WA","47.5034","-122.2329",""
"Silverdale","WA","47.6663","-122.6828",""
"Lyle","WA","45.6956","-121.2805",""
"Malott","WA","48.2919","-119.6954",""
"Mountlake Terrace","WA","47.7921","-122.3077","21182"
"Ilwaco","WA","46.3099","-124.0417","929"
"Fairwood","WA","47.4467","-122.1430",""
"Warm Beach","WA","48.1649","-122.3442",""
"Thomas","WA","47.3537","-122.2290",""
"Parker","WA","46.5022","-120.4668",""
"Steptoe","WA","47.0075","-117.3502",""
"Vail","WA","46.8451","-122.6562",""
"Magnolia Beach","WA","47.3820","-122.4832",""
"Lakeview","WA","47.1593","-122.4982",""
"Shaw Island","WA","48.5843","-122.9291",""
"Oakesdale","WA","47.1304","-117.2465","435"
"Rosburg","WA","46.3076","-123.6344",""
"Seattle","WA","47.6217","-122.3238","3541236.0"
"Onalaska","WA","46.5782","-122.7112",""
"George","WA","47.0847","-119.8601","495"
"Index","WA","47.8214","-121.5560","199"
"Winchester","WA","47.2490","-119.7198",""
"Chelatchie","WA","45.9279","-122.3795",""
"Allentown","WA","47.4943","-122.2762",""
"Novelty","WA","47.7090","-121.9846",""
"Rosalia","WA","47.2365","-117.3762","565"
"Richmond Beach","WA","47.7695","-122.3901",""
"Lakota","WA","47.3329","-122.3723",""
"Liberty Lake","WA","47.6687","-117.1031","9209"
"Airway Heights","WA","47.6464","-117.5802","6672"
"Reardan","WA","47.6700","-117.8778","567"
"Silvana","WA","48.2018","-122.2461",""
"Brier","WA","47.7924","-122.2736","6743"
"Robe","WA","48.0973","-121.8135",""
"Elk Plain","WA","47.0448","-122.3671",""
"Port Townsend","WA","48.1219","-122.7873","8782.0"
"Ocean City","WA","47.0762","-124.1619",""
"Boulevard Park","WA","47.5135","-122.3158",""
"Newhalem","WA","48.6737","-121.2473",""
"Ford","WA","47.9082","-117.8058",""
"Waterville","WA","47.6480","-120.0707","1181"
"Quinault","WA","47.4670","-123.8455",""
"Humptulips","WA","47.2491","-123.9348",""
"Hamilton","WA","48.5281","-121.9837","299"
"Oak Harbor","WA","48.2965","-122.6331","34689.0"
"Naches","WA","46.7270","-120.6941","823"
"Anacortes","WA","48.4878","-122.6291","17667.0"
"Kettle Falls","WA","48.6055","-118.0612","1604"
"Walnut Grove","WA","45.6769","-122.6072",""
"Salkum","WA","46.5321","-122.6259",""
"Cunningham","WA","46.8221","-118.8064",""
"Irby","WA","47.3593","-118.8511",""
"Electric City","WA","47.9222","-119.0476","1001"
"Burbank","WA","46.1991","-118.9728",""
"Silver Lake","WA","46.2973","-122.8107",""
"Dash Point","WA","47.3130","-122.4153",""
"Woods Creek","WA","47.8821","-121.8982",""
"McKenna","WA","46.9366","-122.5501",""
"Island View","WA","46.2393","-119.2233",""
"Kalama","WA","46.0115","-122.8369","3508.0"
"Grandview","WA","46.2432","-119.9082","18909.0"
"Winthrop","WA","48.4719","-120.1790","430"
"Maltby","WA","47.8026","-122.1044",""
"Spangle","WA","47.4297","-117.3813","297"
"Blanchard","WA","48.5934","-122.4166",""
"Artondale","WA","47.3023","-122.6398",""
"May Creek","WA","47.8555","-121.6742",""
"Home","WA","47.2790","-122.7744",""
"Vashon","WA","47.4122","-122.4726",""
"Snoqualmie Falls","WA","47.5398","-121.8098",""
"Laurier","WA","48.9974","-118.2247",""
"Quincy","WA","47.2342","-119.8512","7644.0"
"Lake McMurray","WA","48.3129","-122.2317",""
"Martha Lake","WA","47.8479","-122.2327",""
"Ariel","WA","45.9568","-122.5709",""
"Loon Lake","WA","48.0686","-117.6299",""
"Thornton","WA","47.1207","-117.3896",""
"Starbuck","WA","46.5184","-118.1251","126"
"Mirrormont","WA","47.4616","-121.9936",""
"Kelso","WA","46.1249","-122.8907","12047"
"Meadowdale","WA","47.8584","-122.3161",""
"Cottage Lake","WA","47.7465","-122.0755",""
"Cheney","WA","47.4900","-117.5789","12213.0"
"Woodway","WA","47.7906","-122.3849","1377"
"Lacey","WA","47.0444","-122.7933","47688"
"Harrah","WA","46.4070","-120.5422","624"
"Allyn","WA","47.3863","-122.8386",""
"South Bend","WA","46.6683","-123.8016","1636"
"Barstow","WA","48.7783","-118.1329",""
"Tiger","WA","48.6916","-117.4077",""
"Warden","WA","46.9682","-119.0512","2706.0"
"Junction City","WA","46.9712","-123.7651",""
"Blyn","WA","48.0131","-122.9897",""
"Lakebay","WA","47.2570","-122.7585",""
"Tahuya","WA","47.3712","-123.0557",""
"Selah","WA","46.6480","-120.5388","7768"
"Kitsap Lake","WA","47.5829","-122.7085",""
"Sultan","WA","47.8703","-121.8036","8681.0"
"Plain","WA","47.7626","-120.6573",""
"Tanner","WA","47.4813","-121.6925",""
"Edmonds","WA","47.8114","-122.3534","41840"
"North Hill","WA","47.4193","-122.3235",""
"Zillah","WA","46.4085","-120.2730","3144"
"Monse","WA","48.1413","-119.6778",""
"Lake Forest Park","WA","47.7592","-122.2877","13266"
"Marlin","WA","47.4074","-118.9850",""
"Chinook","WA","46.2755","-123.9425",""
"Albion","WA","46.7920","-117.2506","591"
"Skykomish","WA","47.7103","-121.3585","206"
"Yakima","WA","46.5926","-120.5492","133687.0"
"Pacific","WA","47.2610","-122.2507","7122"
"Wishram","WA","45.6599","-120.9698",""
"Cascade Valley","WA","47.1406","-119.3289",""
"Cathcart","WA","47.8525","-122.1058",""
"Brush Prairie","WA","45.7251","-122.5483",""
"Amboy","WA","45.9122","-122.4795",""
"Centerville","WA","45.7540","-120.9080",""
"Verlot","WA","48.1003","-121.7679",""
"Alstown","WA","47.5610","-119.9951",""
"Synarep","WA","48.5210","-119.3309",""
"Annapolis","WA","47.5476","-122.6207",""
"Port Gamble","WA","47.8543","-122.5838",""
"Eatonville","WA","46.8682","-122.2697","3005.0"
"Similk Beach","WA","48.4479","-122.5779",""
"Cougar","WA","46.0515","-122.2995",""
"Eglon","WA","47.8626","-122.5146",""
"Paterson","WA","45.9371","-119.6028",""
"Tenino","WA","46.8538","-122.8603","1819"
"Minnehaha","WA","45.6576","-122.6204",""
"Raymond","WA","46.6841","-123.7375","4066.0"
"Alger","WA","48.6176","-122.3369",""
"Roy","WA","46.9971","-122.5424","822"
"Snoqualmie","WA","47.5292","-121.8409","25455.0"
"Fragaria","WA","47.4640","-122.5312",""
"Green Bluff","WA","47.8190","-117.2770",""
"Woodmont Beach","WA","47.3615","-122.3121",""
"Frances","WA","46.5423","-123.5049",""
"Lynden","WA","48.9502","-122.4542","16966.0"
"Clayton","WA","48.0012","-117.5611",""
"Everson","WA","48.9124","-122.3509","4596.0"
"White Swan","WA","46.3769","-120.7381",""
"Camano","WA","48.1866","-122.4707",""
"Cedar Grove","WA","47.4357","-122.0621",""
"Winton","WA","47.7354","-120.7412",""
"East Olympia","WA","46.9676","-122.8357",""
"Sunset Beach","WA","47.2182","-122.5726",""
"Belfair","WA","47.4512","-122.8473",""
"Oso","WA","48.2837","-121.9238",""
"Federal Way","WA","47.3091","-122.3358","96757"
"Scandia","WA","47.7165","-122.6579",""
"Quilcene","WA","47.8369","-122.9058",""
"Covada","WA","48.2204","-118.2089",""
"Hartline","WA","47.6894","-119.1081","155"
"Juanita","WA","47.7032","-122.2071",""
"Molson","WA","48.9810","-119.2006",""
"Daisy","WA","48.3613","-118.1600",""
"Sumas","WA","48.9955","-122.2695","1409"
"Mill Creek","WA","47.8631","-122.2037","20303"
"Lakewood","WA","47.1627","-122.5299","60665"
"Venersborg","WA","45.7860","-122.4721",""
"Port Angeles","WA","48.1141","-123.4565","23818.0"
"Fairmont","WA","47.9020","-122.2543",""
"Wapato","WA","46.4435","-120.4213","7723.0"
"East Port Orchard","WA","47.5192","-122.6183",""
"North Omak","WA","48.4440","-119.4459",""
"East Farms","WA","47.7074","-117.0524",""
"Eschbach","WA","46.6670","-120.6337",""
"Chattaroy","WA","47.8896","-117.3577",""
"Inchelium","WA","48.3379","-118.2372",""
"Maxwelton","WA","47.9373","-122.4443",""
"White Center","WA","47.5086","-122.3480",""
"Medical Lake","WA","47.5713","-117.6896","4825.0"
"Lyman","WA","48.5230","-122.0634","454"
"Arlington","WA","48.1698","-122.1440","19112"
"Ruston","WA","47.2982","-122.5104","816"
"McCleary","WA","47.0584","-123.2725","1630"
"Sammamish","WA","47.6045","-122.0446","63773"
"Covington","WA","47.3665","-122.1050","20478"
"McMillin","WA","47.1286","-122.2374",""
"La Grande","WA","46.8199","-122.2962",""
"Cromwell","WA","47.2743","-122.6224",""
"Berrydale","WA","47.3398","-122.1279",""
"Wenatchee","WA","47.4251","-120.3290","71426.0"
"Urban","WA","48.6179","-122.6921",""
"Maplewood","WA","47.3715","-122.5689",""
"Marys Corner","WA","46.5471","-122.8226",""
"Mattawa","WA","46.7365","-119.9023","4961.0"
"Cove","WA","47.4520","-122.5079",""
"Chico","WA","47.6234","-122.7198",""
"Maple Falls","WA","48.9135","-122.1049",""
"Colvos","WA","47.4762","-122.4907",""
"Ames Lake","WA","47.6346","-121.9664",""
"Ellisforde","WA","48.7899","-119.4012",""
"Pine Lake","WA","47.5787","-122.0462",""
"Tampico","WA","46.5325","-120.8727",""
"Colton","WA","46.5677","-117.1284","466"
"Usk","WA","48.3138","-117.2797",""
"Cle Elum","WA","47.1937","-120.9575","3685.0"
"Omak","WA","48.4214","-119.5178","8208.0"
"Harrington","WA","47.4799","-118.2555","401"
"Sedro-Woolley","WA","48.5095","-122.2344","11476"
"Cherry Grove","WA","45.8021","-122.5764",""
"La Push","WA","47.9087","-124.6366",""
"Lake Ketchum","WA","48.2820","-122.3480",""
"Arletta","WA","47.2901","-122.6676",""
"Opportunity","WA","47.6574","-117.2399",""
"Glenoma","WA","46.5146","-122.1601",""
"Curlew","WA","48.8777","-118.6045",""
"Midland","WA","47.1734","-122.4120",""
"Adna","WA","46.6290","-123.0612",""
"Roslyn","WA","47.2511","-121.0992","927"
"Deer Park","WA","47.9642","-117.4398","3780.0"
"Tracyton","WA","47.6095","-122.6533",""
"Hunts Point","WA","47.6418","-122.2289","439"
"Koontzville","WA","48.0157","-118.9472",""
"Fruitland","WA","48.0710","-118.1989",""
"Chewelah","WA","48.2929","-117.7337","2635"
"Mohler","WA","47.4049","-118.3291",""
"East Renton Highlands","WA","47.4718","-122.0854",""
"Sunnyside","WA","46.3159","-120.0058","17931.0"
"Long Lake","WA","47.8360","-117.8488",""
"Wauna","WA","47.3862","-122.6692",""
"Liberty","WA","47.2537","-120.6654",""
"Normandy Park","WA","47.4344","-122.3436","6651"
"Parkwood","WA","47.5266","-122.5986",""
"Jamestown","WA","48.1229","-123.0911",""
"Forks","WA","47.9526","-124.3906","4219.0"
"Wallula","WA","46.0847","-118.9056",""
"SeaTac","WA","47.4444","-122.2985","28873"
"Royal City","WA","46.9000","-119.6143","2196"
"Beaux Arts Village","WA","47.5853","-122.2009","326"
"Steilacoom","WA","47.1702","-122.5938","6309"
"Northport","WA","48.9158","-117.7799","290"
"Eldon","WA","47.5454","-123.0460",""
"Ridgefield","WA","45.8112","-122.7053","6318.0"
"Ryderwood","WA","46.3750","-123.0441",""
"Manchester","WA","47.5519","-122.5517",""
"Vashon Heights","WA","47.5057","-122.4654",""
"Salmon Creek","WA","45.7099","-122.6632",""
"Vantage","WA","46.9453","-119.9922",""
"Creston","WA","47.7596","-118.5199","218"
"Soap Lake","WA","47.3884","-119.4905","1571"
"Silver Firs","WA","47.8635","-122.1497",""
"Plaza","WA","47.3202","-117.3838",""
"Machias","WA","47.9917","-122.0515",""
"Neah Bay","WA","48.3612","-124.6115",""
"Malo","WA","48.7996","-118.6120",""
"Clyde Hill","WA","47.6303","-122.2180","3268"
"Keyport","WA","47.6993","-122.6232",""
"North Yelm","WA","46.9647","-122.6029",""
"Grand Coulee","WA","47.9388","-119.0030","1044"
"Outlook","WA","46.3312","-120.0913",""
"Clinton","WA","47.9731","-122.3577",""
"Evans","WA","48.7135","-118.0253",""
"Browns Point","WA","47.3036","-122.4369",""
"Kennewick","WA","46.1979","-119.1732","229624.0"
"North Marysville","WA","48.1110","-122.1459",""
"Beaver Valley","WA","47.9259","-122.7302",""
"Ahtanum","WA","46.5581","-120.6058",""
"Carbonado","WA","47.0805","-122.0537","663"
"Hyak","WA","47.3929","-121.3929",""
"Arlington Heights","WA","48.2119","-122.0631",""
"North Sultan","WA","47.8828","-121.8251",""
"Pullman","WA","46.7327","-117.1634","33204.0"
"Longview","WA","46.1471","-122.9642","65156.0"
"Adelaide","WA","47.3309","-122.3604",""
"Peaceful Valley","WA","48.9477","-122.1406",""
"West Richland","WA","46.3115","-119.3996","14198"
"Fife Heights","WA","47.2586","-122.3454",""
"Manson","WA","47.8858","-120.1563",""
"Sprague","WA","47.3003","-117.9757","427"
"Cosmopolis","WA","46.9541","-123.7727","1601"
"Redondo","WA","47.3484","-122.3235",""
"Waller","WA","47.2035","-122.3700",""
"Addy","WA","48.3588","-117.8372",""
"Matlock","WA","47.2379","-123.4079",""
"Longbranch","WA","47.2257","-122.7739",""
"North Bonneville","WA","45.6426","-121.9695","980"
"Pomeroy","WA","46.4739","-117.5971","1410"
"Colville","WA","48.5450","-117.8975","5088.0"
"Palmer","WA","47.3143","-121.8923",""
"Skyway","WA","47.4915","-122.2543",""
"Medina","WA","47.6257","-122.2338","3246"
"Algona","WA","47.2819","-122.2504","3156"
"Nine Mile Falls","WA","47.7757","-117.5461",""
"Black Diamond","WA","47.3130","-122.0181","4384"
"Gold Bar","WA","47.8562","-121.6919","2131"
"Mesa","WA","46.5736","-119.0013","486"
"Cavalero Corner","WA","47.9782","-122.1349",""
"Lilliwaup","WA","47.4634","-123.1143",""
"La Conner","WA","48.3925","-122.4945","3464.0"
"Sheridan Beach","WA","47.7448","-122.2882",""
"Lincoln","WA","47.8290","-118.4150",""
"Markham","WA","46.9155","-123.9814",""
"Eltopia","WA","46.4587","-119.0172",""
"Stevenson","WA","45.6944","-121.8933","1527"
"Greenwater","WA","47.1467","-121.6327",""
"Copalis Beach","WA","47.1205","-124.1722",""
"Roosevelt","WA","47.8923","-122.0123",""
"La Crosse","WA","46.8027","-117.9014","317"
"Summit","WA","47.1694","-122.3629",""
"Ohop","WA","46.9457","-122.1907",""
"Malden","WA","47.2296","-117.4732","205"
"Beverly","WA","46.8368","-119.9331",""
"Prosser","WA","46.2065","-119.7659","6040"
"Lake Roesiger","WA","47.9839","-121.9129",""
"Fern Prairie","WA","45.6370","-122.3963",""
"Maple Valley","WA","47.3664","-122.0370","25698"
"Gifford","WA","48.3063","-118.1464",""
"Auburn","WA","47.3039","-122.2108","77472"
"Burton","WA","47.3890","-122.4607",""
"Burlington","WA","48.4676","-122.3298","8768"
"Carrolls","WA","46.0715","-122.8623",""
"Bayne","WA","47.2951","-121.9096",""
"East Cathlamet","WA","46.1968","-123.3580",""
"Purdy","WA","47.3938","-122.6114",""
"Kapowsin","WA","46.9727","-122.2272",""
"Ketron","WA","47.1569","-122.6343",""
"Connell","WA","46.6627","-118.8403","5243.0"
"Shore Acres","WA","47.3104","-122.5715",""
"Clear Lake","WA","48.4561","-122.2378",""
"Kittitas","WA","46.9844","-120.4198","1439"
"Bucoda","WA","46.7969","-122.8679","575"
"Ardenvoir","WA","47.7373","-120.3690",""
"Ellisport","WA","47.4204","-122.4354",""
"Bainbridge Island","WA","47.6439","-122.5434","24404"
"Danville","WA","48.9938","-118.5068",""
"Hazelwood","WA","47.5509","-122.1915",""
"Holly","WA","47.5576","-122.9785",""
"Valley","WA","48.1730","-117.7244",""
"Republic","WA","48.6485","-118.7330","1069"
"Odessa","WA","47.3326","-118.6893","869"
"Edgewood","WA","47.2309","-122.2832","10734"
"Rice","WA","48.4288","-118.1703",""
"Shoreline","WA","47.7563","-122.3425","55333"
"Cusick","WA","48.3327","-117.2963","208"
"Virginia","WA","47.7073","-122.6374",""
"Concrete","WA","48.5371","-121.7511","724"
"Langley","WA","48.0336","-122.4080","1097"
"Othello","WA","46.8226","-119.1654","12324.0"
"North City","WA","47.7557","-122.3135",""
"Hazel Dell","WA","45.6797","-122.6553",""
"Colfax","WA","46.9032","-117.3386","2806.0"
"Metaline","WA","48.8539","-117.3898","172"
"Randle","WA","46.5351","-121.9570",""
"Millwood","WA","47.6858","-117.2805","1787"
"Snoqualmie Pass","WA","47.4015","-121.4110",""
"Bangor","WA","47.7209","-122.7460",""
"Thorp","WA","47.0655","-120.6709",""
"Tahlequah","WA","47.3326","-122.5073",""
"Prescott","WA","46.2989","-118.3126","304"
"Buckley","WA","47.1614","-122.0200","4682"
"Dalkena","WA","48.2449","-117.2377",""
"Leland","WA","47.8918","-122.8866",""
"Fruitvale","WA","46.6179","-120.5531",""
"Port Hadlock","WA","48.0318","-122.7582",""
"University Place","WA","47.2146","-122.5461","33288"
"Morton","WA","46.5576","-122.2815","1145"
"Deep River","WA","46.3523","-123.6983",""
"Elberton","WA","46.9813","-117.2213",""
"Kingston","WA","47.8014","-122.4989",""
"Palouse","WA","46.9103","-117.0753","1045"
"Vader","WA","46.4046","-122.9569","629"
"Donald","WA","46.4737","-120.3923",""
"Miles","WA","47.9107","-118.2925",""
"Asotin","WA","46.3372","-117.0430","1295"
"Joyce","WA","48.1365","-123.7341",""
"Eagledale","WA","47.6143","-122.5154",""
"Port Ludlow","WA","47.9101","-122.7006",""
"Loomis","WA","48.8235","-119.6398",""
"New London","WA","47.0573","-123.9271",""
"Desert Aire","WA","46.6873","-119.9311",""
"Poulsbo","WA","47.7417","-122.6408","10400"
"Cedonia","WA","48.1538","-118.1692",""
"Union","WA","47.3475","-123.0952",""
"Suquamish","WA","47.7236","-122.5831",""
"Deep Creek","WA","47.6429","-117.7122",""
"Yoman","WA","47.1865","-122.7062",""
"Cordell","WA","48.8665","-119.4120",""
"Hoquiam","WA","46.9857","-123.9006","8434"
"Nespelem","WA","48.1669","-118.9724","283"
"Ephrata","WA","47.3119","-119.5342","7289.0"
"Kent","WA","47.3887","-122.2128","127514"
"Mukilteo","WA","47.9096","-122.3035","21462"
"Boise","WA","47.1804","-122.0157",""
"Kirkland","WA","47.6996","-122.1982","87701"
"Waitsburg","WA","46.2696","-118.1499","1187"
"Ridgecrest","WA","47.7473","-122.3179",""
"Freeman","WA","47.5182","-117.1958",""
"Dallesport","WA","45.6316","-121.1749",""
"Redmond","WA","47.6776","-122.1176","62458"
"Wilkeson","WA","47.1034","-122.0496","492"
"Sisco Heights","WA","48.1187","-122.1076",""
"Lewisville","WA","45.8124","-122.5146",""
"Kennard Corner","WA","47.8201","-122.2076",""
"Benge","WA","46.9093","-118.1025",""
"Granger","WA","46.3459","-120.1928","3493.0"
"Yarrow Point","WA","47.6452","-122.2178","1096"
"Lost Creek","WA","48.6094","-117.3636",""
"Moxee City","WA","46.5537","-120.3831",""
"Hockinson","WA","45.7302","-122.4833",""
"Oakville","WA","46.8402","-123.2348","665"
"Tukwila","WA","47.4749","-122.2727","20033"
"Mabana","WA","48.0945","-122.4151",""
"Kangley","WA","47.3618","-121.8801",""
"Clallam Bay","WA","48.2536","-124.2579",""
"Newport","WA","48.1791","-117.0546","2608.0"
"Enetai","WA","47.5884","-122.6056",""
"Clearview","WA","47.8292","-122.1452",""
"Sahalee","WA","47.6348","-122.0554",""
"Yelm","WA","46.9398","-122.6261","16125.0"
"Midway","WA","47.3048","-122.5896",""
"Olympia","WA","47.0417","-122.8958","194532.0"
"Endicott","WA","46.9280","-117.6865","291"
"Lind","WA","46.9706","-118.6140","550"
"Fife","WA","47.2327","-122.3519","10103"
"Newport Hills","WA","47.5409","-122.1765",""
"Upper Preston","WA","47.5051","-121.9076",""
"Pateros","WA","48.0555","-119.9000","688"
"Nordland","WA","48.0509","-122.6910",""
"Tyler","WA","47.4360","-117.7835",""
"Camden","WA","48.0474","-117.2399",""
"Rockport","WA","48.4854","-121.6065",""
"Port Orchard","WA","47.5160","-122.6616","13945"
"Preston","WA","47.5237","-121.9271",""
"Tieton","WA","46.7027","-120.7560","1276"
"Rochester","WA","46.8287","-123.0721",""
"Bingen","WA","45.7151","-121.4695","722"
"Harbour Pointe","WA","47.8857","-122.3051",""
"Wellpinit","WA","47.8879","-117.9880",""
"Glacier","WA","48.8902","-121.9323",""
"Farmington","WA","47.0887","-117.0464","156"
"Eastsound","WA","48.6968","-122.9055",""
"Central Park","WA","46.9705","-123.7018",""
"Bremerton","WA","47.5436","-122.7121","214549.0"
"Friday Harbor","WA","48.5324","-123.0656","2338"
"Carnation","WA","47.6443","-121.9041","1995"
"Lake Shore","WA","45.6911","-122.6912",""
"Houghton","WA","47.6609","-122.2060",""
"Lake Cavanaugh","WA","48.3225","-122.0121",""
"Lake Stevens","WA","48.0028","-122.0964","31679"
"Mineral","WA","46.7193","-122.1859",""
"Lake Stickney","WA","47.8709","-122.2596",""
"Acme","WA","48.7146","-122.2293",""
"Oyehut","WA","47.0233","-124.1632",""
"Mossyrock","WA","46.5305","-122.4887","763"
"Bridgeport","WA","48.0062","-119.6732","2509"
"Fobes Hill","WA","47.9392","-122.1341",""
"Rosario","WA","48.6487","-122.8760",""
"Brewster","WA","48.1034","-119.7758","2341"
"Fox Island","WA","47.2475","-122.6255",""
"Canyon Park","WA","47.7909","-122.1926",""
"Rock Island","WA","47.3738","-120.1369","932"
"High Rock","WA","47.8129","-121.9826",""
"Rockford","WA","47.4512","-117.1309","468"
"Erlands Point","WA","47.5998","-122.6929",""
"Montesano","WA","47.0108","-123.5868","8385.0"
"Gorst","WA","47.5238","-122.7056",""
"Johnson","WA","46.6316","-117.1379",""
"Alderton","WA","47.1718","-122.2192",""
"Dusty","WA","46.8102","-117.6519",""
"Tekoa","WA","47.2254","-117.0740","808"
"Bay Center","WA","46.6211","-123.9533",""
"La Center","WA","45.8585","-122.6752","3098.0"
"Mazama","WA","48.5921","-120.4040",""
"Selleck","WA","47.3757","-121.8684",""
"Amanda Park","WA","47.4532","-123.9194",""
"Sequim","WA","48.0747","-123.0948","20330.0"
"Sunnydale","WA","47.4632","-122.3337",""
"Van Zandt","WA","48.7890","-122.1918",""
"McDonald","WA","47.0713","-119.2156",""
"Moclips","WA","47.2348","-124.2025",""
"Ocean Park","WA","46.4961","-124.0443",""
"West Valley","WA","46.5921","-120.6051",""
"Thompson Place","WA","47.0554","-122.7835",""
"Dungeness","WA","48.1468","-123.1232",""
"Birch Bay","WA","48.9230","-122.7543",""
"Stratford","WA","47.4268","-119.2816",""
"Ione","WA","48.7401","-117.4224","450"
"Tacoma","WA","47.2431","-122.4531","211277"
"Barberton","WA","45.7136","-122.6114",""
"Yacolt","WA","45.8653","-122.4065","1690"
"Coulee Dam","WA","47.9688","-118.9759","1090"
"Almota","WA","46.7029","-117.4694",""
"Skamokawa","WA","46.2704","-123.4571",""
"Woodinville","WA","47.7568","-122.1479","12000"
"Swinomish Village","WA","48.4082","-122.5113",""
"Methow","WA","48.1289","-120.0056",""
"Bay View","WA","48.4870","-122.4628",""
"Newaukum","WA","47.2573","-122.1018",""
"Meadow Glade","WA","45.7523","-122.5614",""
"Disautel","WA","48.3450","-119.2299",""
"Copalis Crossing","WA","47.1079","-124.0693",""
"Burley","WA","47.4167","-122.6376",""
"Riverside","WA","48.5046","-119.5109","268"
"Ocean Shores","WA","46.9686","-124.1521","5463.0"
"Bethel","WA","47.4874","-122.6176",""
"South Hill","WA","47.1203","-122.2848",""
"Baring","WA","47.7661","-121.4803",""
"Winona","WA","46.9457","-117.8005",""
"Leadpoint","WA","48.9094","-117.5875",""
"Brooklyn","WA","46.7762","-123.5099",""
"Mansfield","WA","47.8118","-119.6384","334"
"Esperance","WA","47.7937","-122.3468",""
"Springdale","WA","48.0572","-117.7466","276"
"Okanogan","WA","48.3683","-119.5775","2561"
"Cedar Mountain","WA","47.4482","-122.0732",""
"Moses Lake","WA","47.1276","-119.2762","36662.0"
"Littlerock","WA","46.9018","-123.0179",""
"Trentwood","WA","47.6966","-117.2108",""
"Mabton","WA","46.2115","-119.9937","2544.0"
"Klickitat","WA","45.8180","-121.1626",""
"Puyallup","WA","47.1794","-122.2901","40640"
"Cinebar","WA","46.6043","-122.5318",""
"San de Fuca","WA","48.2351","-122.7232",""
"Cathlamet","WA","46.2058","-123.3836","545"
"Richardson","WA","48.4515","-122.8988",""
"Sumner","WA","47.2190","-122.2337","9969"
"Davenport","WA","47.6562","-118.1519","1688"
"Cliffdell","WA","46.9214","-121.0420",""
"Fall City","WA","47.5717","-121.9134",""
"Dockton","WA","47.3718","-122.4593",""
"Conway","WA","48.3356","-122.3444",""
"Marshall","WA","47.5649","-117.4994",""
"Walla Walla","WA","46.0678","-118.3364","56509.0"
"Canterwood","WA","47.3765","-122.6022",""
"Lexington","WA","46.1873","-122.9054",""
"Country Homes","WA","47.7478","-117.4196",""
"Altoona","WA","46.2699","-123.6145",""
"South Cle Elum","WA","47.1859","-120.9522","547"
"Waldron","WA","48.6876","-123.0369",""
"Chesaw","WA","48.9460","-119.0514",""
"Sunnyslope","WA","47.5045","-122.7290",""
"Olympic View","WA","47.6940","-122.7404",""
"Hood","WA","45.7248","-121.5581",""
"Elbe","WA","46.7653","-122.1946",""
"Venice","WA","47.6670","-122.5799",""
"Cumberland","WA","47.2829","-121.9271",""
"Ostrander","WA","46.1926","-122.8921",""
"Cohassett Beach","WA","46.8655","-124.1053",""
"Deming","WA","48.8381","-122.2313",""
"Sekiu","WA","48.2637","-124.3012",""
"Terrace Heights","WA","46.6022","-120.4474",""
"Nemah","WA","46.5120","-123.8860",""
"Neilton","WA","47.4031","-123.8782",""
"Grays River","WA","46.3607","-123.5892",""
"Ashford","WA","46.7537","-122.0113",""
"Boistfort","WA","46.5351","-123.1337",""
"Almira","WA","47.7105","-118.9369","267"
"Bothell","WA","47.7740","-122.2039","44546"
"South Broadway","WA","46.5662","-120.5167",""
"Edwall","WA","47.5046","-117.9511",""
"Georgetown","WA","47.3576","-121.9737",""
"Maryhill","WA","45.6928","-120.8070",""
"Huntsville","WA","46.2871","-118.1072",""
"Greenbank","WA","48.0982","-122.5729",""
"Murphys Corner","WA","47.8782","-122.2068",""
"Tokeland","WA","46.7090","-123.9839",""
"Felida","WA","45.7138","-122.7103",""
"Fairview","WA","47.6215","-122.6685",""
"Tumwater","WA","46.9925","-122.9227","22538"
"Uniontown","WA","46.5390","-117.0862","333"
"Coupeville","WA","48.2172","-122.6778","1920"
